status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,plaintext
x983360006979538944,4/9/2018 15:04,x36105627,JusDabz_3,My morning routine includes sitting on my bed for 10 minutes and thinking of how tired I am.,Twitter for iPhone,,,,FALSE,FALSE,4,2,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,My morning routine includes sitting on my bed for 10 minutes and thinking of how tired I am.
x983359524781330432,4/9/2018 15:02,x1003376605,thegreenranger_,make him breakfast and put him right back to sleep,Twitter for iPhone,,,,FALSE,FALSE,5,3,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,make him breakfast and put him right back to sleep
x983358183614885888,4/9/2018 14:57,x1704280640,Nickki_H,"@iHeartCHERI Was so tired i aint eat it all, fell right asleep",Twitter for iPad,x983357377599737856,x70015969,iHeartCHERI,FALSE,FALSE,0,0,,,,,,,,,,,,,,x70015969,iHeartCHERI,en,,,,,,,,,,,,,,"@iHeartCHERI Was so tired i aint eat it all, fell right asleep"
x983357570868969473,4/9/2018 14:54,x97257905,callmejaelove,To say that I’m tired is beyond an understatement,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,To say that I'm tired is beyond an understatement
x983355558290960384,4/9/2018 14:46,x249019776,SoCROWNN,@wthrobbie Me Too. Still In Bed. <f0><U+009F><U+0098><U+0082>,Twitter for iPhone,x983355249154035712,x557100917,wthrobbie,FALSE,FALSE,0,0,,,,,,,,,,,,,,x557100917,wthrobbie,en,,,,,https://api.twitter.com/1.1/geo/id/002e24c6736f069d.json,Bronx,"Bronx, NY",city,United States,US,,,-73.933612 -73.765271 -73.765271 -73.933612 40.785365 40.785365 40.91533 40.91533,@wthrobbie Me Too. Still In Bed.
x983355503379124225,4/9/2018 14:46,x222676865,FRENCHMONSANTO,WHATS THE POINT OF EVEN GOING? IMMA BE IN BED WITH A 20co LEMON PEPPER ALL FLATS https://t.co/LltBLyEgOh,Twitter for iPhone,,,,TRUE,FALSE,1,0,,,twitter.com/complexmusic/s…,https://t.co/LltBLyEgOh,https://twitter.com/complexmusic/status/983353386832683008,,,,,,,,,,,en,x983353386832683008,"<f0><U+009F><U+0092><U+00BB> Can't make it to @coachella? No worries.

Sets from Beyoncé, The Weeknd, Migos, Tyler, the Creator and more will be live streamed on their official YouTube page. https://t.co/0YdNxbF4sJ",,,,,,,,,,,,WHATS THE POINT OF EVEN GOING? IMMA BE IN BED WITH A 20co LEMON PEPPER ALL FLATS
x983353875972395008,4/9/2018 14:40,x25844165,KamKnewton,My patient keeps talking to me like bro callate.. I'm too tired to hear bout your niece being off the rails,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,My patient keeps talking to me like bro callate.. I'm too tired to hear bout your niece being off the rails
x983353347540471808,4/9/2018 14:38,x156273036,sahiraam_,I bought my son a onesie that says “i only love my bed and my momma i’m sorry” and I cant wait to put it on him when daddys around <f0><U+009F><U+0098><U+0086><f0><U+009F><U+0098><U+0086><f0><U+009F><U+0098><U+0086><f0><U+009F><U+0098><U+0086><f0><U+009F><U+0098><U+0086>,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,I bought my son a onesie that says i only love my bed and my momma i'm sorry and I cant wait to put it on him when daddys around
x983352695728766976,4/9/2018 14:35,x14899868,beyondrecovery,@ummmwine without talking to said teens of this generation? Like I'm tired of it!!! lol.,Twitter Web Client,x983352621846155266,x14899868,beyondrecovery,FALSE,FALSE,1,0,,,,,,,,,,,,,,x2343245047,ummmwine,en,,,,,,,,,,,,,,@ummmwine without talking to said teens of this generation? Like I'm tired of it!!! lol.
x983351461739409408,4/9/2018 14:30,x985869475,Ortiz93A,why should girls sleep naked https://t.co/3hKmjL1r0b,Twitter Web Client,,,,FALSE,FALSE,0,0,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/971273567831777281/pu/img/s-Iz6I8lcYVqUuGV.jpg,https://t.co/3hKmjL1r0b,https://twitter.com/ofcaconhui1972/status/971273613612605440/video/1,photo,http://pbs.twimg.com/ext_tw_video_thumb/971273567831777281/pu/img/s-Iz6I8lcYVqUuGV.jpg,https://t.co/3hKmjL1r0b,https://twitter.com/ofcaconhui1972/status/971273613612605440/video/1,,,,en,,,,,,,,,,,,,,why should girls sleep naked
x983351158298365952,4/9/2018 14:29,x926092178350333952,ViitaVee,YO its Monday and I AM tired..,Twitter Web Client,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,YO its Monday and I AM tired..
x983347729253519360,4/9/2018 14:15,x908023500404862978,Adames1995,I got like 30 pillows but only sleep with one,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,I got like 30 pillows but only sleep with one
x983347170114879489,4/9/2018 14:13,x936196220480978945,petalunicorn,"I should let her sleep at the floor just now ,why i put her in sofa bed ..",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,"I should let her sleep at the floor just now ,why i put her in sofa bed .."
x983346774030077955,4/9/2018 14:11,x57715672,d4ytim3,back to going to sleep by at least 11 cuz i’ve been wilding lately lol im tired as fuck,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,back to going to sleep by at least 11 cuz i've been wilding lately lol im tired as fuck
