status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,plaintext
x981414993689268225,4/4/2018 6:15,x97055639,ohmymxrie,What is sleep,Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,What is sleep
x981396747040755712,4/4/2018 5:03,x97055639,ohmymxrie,Need to sleep,Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Need to sleep
x981376010146013187,4/4/2018 3:40,x587558816,Bibi_Billqeece,Will I ever sleep more than 5 hours? Tune in tomorrow night,Twitter Web Client,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Will I ever sleep more than 5 hours? Tune in tomorrow night
x981371067087446016,4/4/2018 3:21,x3648057917,lucaxz7x,Como foder sleep schedule: durma a tarde toda e mais uma hora pela noite...,Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,pt,,,,,,,,,,,,,,Como foder sleep schedule: durma a tarde toda e mais uma hora pela noite...
x981243278073921536,4/3/2018 18:53,x204316714,MrTRaySanders,"About to go pick up a bag of <f0><U+009F><U+0092><U+00B0> and sleep,dine in one of the finest hotels in Manhattan new York… https://t.co/WFiey4P3NS",Instagram,,,,FALSE,FALSE,0,0,,,instagram.com/p/Bg8uOSVl5he/,https://t.co/WFiey4P3NS,https://www.instagram.com/p/Bg8uOSVl5he/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.76257395 -73.97967924,-73.97967924 40.76257395,-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483,"About to go pick up a bag of and sleep,dine in one of the finest hotels in Manhattan new York"
x981228525519818758,4/3/2018 17:54,x65457047,maryamathers,One of the main reasons I love working in NYC! <f0><U+009F><U+0090><U+00B6><U+2602><U+FE0F> #dogsinraincoats @ Bed Bath &amp; Beyond https://t.co/sV6HynH05z,Instagram,,,,FALSE,FALSE,1,0,dogsinraincoats,,instagram.com/p/BhHgyWalJFh/,https://t.co/sV6HynH05z,https://www.instagram.com/p/BhHgyWalJFh/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.7726316 -73.9818792,-73.9818792 40.7726316,-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483,One of the main reasons I love working in NYC! #dogsinraincoats @ Bed Bath & Beyond
x981181513583783936,4/3/2018 14:47,x47446723,ghastlyfeline,so tired of people feeling like they can just walk all over me,Tweetbot for Mac,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.76556236 -73.97826624,-73.97826624 40.76556236,-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483,so tired of people feeling like they can just walk all over me
x981169938206408704,4/3/2018 14:01,x1059727285,KatharsisRavyn,Your friend got a grand total of 2 hours of sleep last night because they had to bring the… https://t.co/X5JTnBqbZD,Instagram,,,,FALSE,FALSE,0,0,,,instagram.com/p/BhHGSFHnaWo/,https://t.co/X5JTnBqbZD,https://www.instagram.com/p/BhHGSFHnaWo/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.75856 -73.99332,-73.99332 40.75856,-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483,Your friend got a grand total of 2 hours of sleep last night because they had to bring the
x981157415411507200,4/3/2018 13:12,x587558816,Bibi_Billqeece,*who has time to even take a nap for 6 hours y'all must be in middle school https://t.co/gKdYLrMZjd,Twitter for iPhone,,,,TRUE,FALSE,2,0,,,twitter.com/kingzyphree/st…,https://t.co/gKdYLrMZjd,https://twitter.com/kingzyphree/status/978862848301584385,,,,,,,,,,,en,x978862848301584385,me bitch https://t.co/4jZjBYSsSe,,,,,,,,,,,,*who has time to even take a nap for 6 hours y'all must be in middle school
x981022370025656320,4/3/2018 4:15,x803819095602905088,kickzcrazy2k5,"Can’t sleep <f0><U+009F><U+0098><U+00B4> and gotta be to work at 6am, blunt &amp; 2K til I knock out",Twitter for iPad,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,"Can't sleep and gotta be to work at 6am, blunt & 2K til I knock out"
x980975438049824768,4/3/2018 1:09,x455799935,AltinHykolli,"Act like you ain't took a bath with your cousins
Fit 3 in the bed if it's 6 of y'all
I'm talkin' 'bout three by the head and three by the leg
But you ain't have to tell my girl I used to pee in the bed",Twitter Web Client,x980975436489510912,x455799935,AltinHykolli,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Act like you ain't took a bath with your cousins Fit 3 in the bed if it's 6 of y'all I'm talkin' 'bout three by the head and three by the leg But you ain't have to tell my girl I used to pee in the bed
x980924925648056320,4/2/2018 21:48,x3419093671,DrWaggonerNYC,#movingday #funbegins #wheresthebottomofthebox #newapartment #love #letthesunshine #exhausted @… https://t.co/CJdJWxp5N2,Instagram,,,,FALSE,FALSE,0,0,movingday funbegins wheresthebottomofthebox newapartment love letthesunshine exhausted,,instagram.com/p/BhFWagNAIoT/,https://t.co/CJdJWxp5N2,https://www.instagram.com/p/BhFWagNAIoT/,,,,,,,,,,,und,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.74727 -73.9800645,-73.9800645 40.74727,-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483,#movingday #funbegins #wheresthebottomofthebox #newapartment #love #letthesunshine #exhausted @
x980904030800052224,4/2/2018 20:25,x2540036611,w42st,Seven steps to getting some zzzzs on the subway? We’ve got your back #W42ST #subway #NYC #supercommuter https://t.co/e2vzZv6uap,Twitter Web Client,,,,FALSE,FALSE,0,0,W42ST subway NYC supercommuter,,w42st.com/article/17jz7g…,https://t.co/e2vzZv6uap,https://www.w42st.com/article/17jz7gl3ftqwt/seven-steps-to-snooze-on-the-subway,,,,,,,,,,,en,,,,,,,,,,,,,,Seven steps to getting some zzzzs on the subway? We've got your back #W42ST #subway #NYC #supercommuter
x980820908930674688,4/2/2018 14:55,x149542641,patric1939,"APRIL 2, 2018 INSOMNIA  https://t.co/6nz2YhQ9DY",Squarespace,,,,FALSE,FALSE,1,0,,,fratellonemedical.com/blog/2018/3/30…,https://t.co/6nz2YhQ9DY,https://www.fratellonemedical.com/blog/2018/3/30/april-2-2018-insomnia,,,,,,,,,,,fr,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.7614086 -73.9700033,-73.9700033 40.7614086,-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483,"APRIL 2, 2018 INSOMNIA"
x980807605676261376,4/2/2018 14:02,x152908497,LuisMacias2,I just wanna sleep <f0><U+009F><U+0098><U+00B4>,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,I just wanna sleep
x980708670332915712,4/2/2018 7:29,x2438221983,moraraul9,we don't  go to stop when we get tired  we'll stop when we be done....EL FINAIIIIII...… https://t.co/KSBZ8Dp3tC,Instagram,,,,FALSE,FALSE,0,0,,,instagram.com/p/BhD0hQpH4cg/,https://t.co/KSBZ8Dp3tC,https://www.instagram.com/p/BhD0hQpH4cg/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.75839 -73.98644,-73.98644 40.75839,-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483,we don't go to stop when we get tired we'll stop when we be done....EL FINAIIIIII...
x980648263635251201,4/2/2018 3:29,x521784981,WakeUpDanny,Damn I was tired this weekend,Twitter Web Client,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Damn I was tired this weekend
x980628561546678272,4/2/2018 2:10,x711621469,sansaclegane,@brianhwarner go to bed,Twitter for iPhone,,x551980523,brianhwarner,FALSE,FALSE,1,0,,,,,,,,,,,,,,x551980523,brianhwarner,en,,,,,,,,,,,,,,@brianhwarner go to bed
